,Zeefkromme: M50 van zand fractie,Zeefkromme: D60/D10 ratio,Fractie tot 1 mm,Fractie tot 250 um,Fractie tot 63 um,Fractie tot 20 um,Fractie tot 2 um,Leemfractie,Organische Stof,Grof,Bodemvreemd
0,,,88.4,65.1,32.6,21.7,13.1,,2.3,,
