Zeefkromme: M50 van zand fractie,Zeefkromme: D60/D10 ratio,Fractie tot 1 mm,Fractie tot 250 um,Fractie tot 63 um (zand),Fractie tot 20 um (silt),Fractie tot 2 um (lutum),Leemfractie (=lutum+silt),Organische Stof,Grof
-1,-1,-1,48.0,29.1,-1,22.9,-1,25.1,-1
