,Zeefkromme: M50 van zand fractie,Zeefkromme: D60/D10 ratio,Fractie tot 1 mm,Fractie tot 250 um,Fractie tot 63 um,Fractie tot 20 um,Fractie tot 2 um,Leemfractie,Organische Stof,Grof,Bodemvreemd
0,,,87.2,61.6,29.1,22.0,7.9,,2.3,,
